,K,D,D,D
5fdcfeacaffbb17464342433,1_EzXarT#6135,### Asia 9 am# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (0) First Day of School# 2x (1) Aldor Attendant# 2x (1) Animated Broomstick# 2x (1) Pen Flinger# 2x (2) Acidic Swamp Ooze# 2x (2) Hand of A'dal# 2x (2) Libram of Wisdom# 1x (2) Redscale Dragontamer# 1x (3) Lord Barov# 2x (3) Salhet's Pride# 2x (5) Aldor Truthseeker# 2x (5) Amber Watcher# 2x (5) Libram of Justice# 2x (6) Devout Pupil# 1x (7) Lady Liadrin# 1x (7) Silas Darkmoon# 2x (9) Libram of Hope# AAECAZ8FBITBA5PQA/neA8jhAw2KB5WmA4iuA8q4A/24A+q5A+u5A+y5A8rBA5XNA57NA5/NA8DRAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Asia 9 am# Class: Priest# Format: Standard# Year of the Phoenix## 2x (0) Raise Dead # 2x (1) Cleric of Scales# 2x (1) Draconic Studies# 2x (1) Renew# 2x (2) Acidic Swamp Ooze# 2x (2) Sethekk Veilweaver# 1x (2) Shadow Word: Death# 2x (2) Wandmaker# 2x (2) Wild Pyromancer# 2x (3) Apotheosis# 2x (3) Hysteria# 1x (3) Mindrender Illucia# 2x (3) Palm Reading# 1x (4) Twilight Drake# 2x (5) Cobalt Spellkin# 1x (7) Soul Mirror# 1x (8) Murozond the Infinite# 1x (9) Plague of Death# AAECAa0GBo0I0wqfqQOOsQPIvgP70QMMigf2B4GxA5i2A5O6A5u6A6+6A97MA9fOA/7RA+LeA/jjAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Asia 9 am# Class: Warrior# Format: Standard# Year of the Phoenix## 2x (1) Risky Skipper# 2x (1) Shield Slam# 1x (1) Soulbound Ashtongue# 2x (2) Acidic Swamp Ooze# 2x (2) Armorsmith# 2x (2) Battle Rage# 1x (3) Ancharrr# 2x (3) Bladestorm# 2x (3) Bloodsworn Mercenary# 1x (3) Bulwark of Azzinoth# 2x (3) EVIL Quartermaster# 1x (3) Lord Barov# 2x (3) Shield Block# 1x (4) Kargath Bladefist# 2x (4) Sword Eater# 2x (5) Cutting Class# 1x (7) Silas Darkmoon# 1x (8) Deathwing Mad Aspect# 1x (9) Rattlegore# AAECAQcI3q0D360DvrkD474D+cIDk9ADq9QDyOEDC5ADogTUBIoH/wfcqQPZrQOktgO4uQP31AO13gMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_linthesis#1591,### libram# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (1) Aldor Attendant# 2x (1) Animated Broomstick# 1x (1) Blessing of Wisdom# 2x (1) Pen Flinger# 1x (2) Argent Braggart# 2x (2) Crabrider# 2x (2) Hand of A'dal# 2x (2) Libram of Wisdom# 1x (2) Loot Hoarder# 1x (3) Lord Barov# 2x (3) Salhet's Pride# 2x (5) Aldor Truthseeker# 2x (5) Libram of Justice# 2x (6) Devout Pupil# 1x (6) Hammer of the Naaru# 1x (7) Lady Liadrin# 1x (7) Libram of Judgment# 1x (7) Silas Darkmoon# 2x (9) Libram of Hope# AAECAZ8FCPsB3QqEwQOT0APg0QOF3gPI4QP94wMLlaYDyrgD/bgD6rkD67kD7LkDysEDlc0Dn80DwNEDkeQDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Custom Demon Hunter# Class: Demon Hunter# Format: Standard# Year of the Phoenix## 2x (1) Battlefiend# 2x (1) Beaming Sidekick# 2x (1) Blazing Battlemage# 1x (1) Consume Magic# 2x (1) Demon Companion# 1x (1) Guardian Augmerchant# 2x (1) Intrepid Initiate# 2x (1) Twin Slice# 2x (2) Bonechewer Brawler# 2x (2) Manafeeder Panthara# 2x (2) Wriggling Horror# 2x (3) Aldrachi Warblades# 1x (3) Relentless Pursuit# 2x (3) Stiltstepper# 1x (4) Altruis the Outcast# 1x (4) Il'gynoth# 1x (5) Lorekeeper Polkelt# 2x (6) Skull of Gul'dan# AAECAea5AwbMugPevgPUyAP21gPF3QPQ3QMM/acD+a4Dh7oD4LwD174D2cYD98gD3MwD+84DgtADz90DyuMDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Custom Druid# Class: Druid# Format: Standard# Year of the Phoenix## 1x (0) Innervate# 2x (0) Lightning Bloom# 2x (1) Adorable Infestation# 2x (1) Gibberling# 2x (1) Nature Studies# 2x (2) Lunar Eclipse# 2x (2) Power of the Wild# 2x (2) Solar Eclipse# 2x (3) Fungal Fortunes# 2x (3) Savage Roar# 2x (4) Soul of the Forest# 2x (5) Aeroponics# 2x (5) Arbor Up# 2x (5) Force of Nature# 2x (5) Glowfly Swarm# 1x (6) Runic Carvings# AAECAZICAv4BltEDDv0C7QP3A+YF/K0D5boD77oD+cwDm84DudID8NQDieADiuADjOQDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_van#1453,### テンポ# クラス: ウォリアー# フォーマット: スタンダード# フェニックス年## 2x (0) 内なる怒り# 2x (1) ニトロブースト毒# 2x (1) 扇動する船頭# 2x (1) 名誉の盾# 1x (2) 海賊の隠し武器# 2x (2) 鎧職人# 2x (2) 狂瀾怒濤# 1x (3) イカリ# 2x (3) ウォーモールの挑戦者# 1x (3) ロード・バロフ# 2x (3) 血盟の傭兵# 2x (3) 爆弾ラングラー# 1x (4) コルクロンの精鋭# 2x (4) 剣食い男# 1x (4) 死神の大鎌# 2x (5) 斧刀講# 2x (7) 血気の拳鬼# 1x (8) グロマッシュ・ヘルスクリーム# AAECAaPLAwYc0gLerQPAuQPjzAOT0AMMFpAD1ATcqQOktgOrtgO7uQOcuwOR0AP31AO13gOB5AMA# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ,### フェイス# クラス: ローグ# フォーマット: スタンダード# フェニックス年## 1x (0) 影隠れ# 1x (0) 段取り# 2x (1) スパイミストレス# 2x (1) ニトロブースト毒# 1x (1) ペン投げ野郎# 2x (1) 凶悪なる一撃# 1x (1) 狂気の災厄# 2x (1) 南海の甲板員# 2x (1) 秘密の通路# 1x (2) アッシュタン・スレイヤー# 1x (2) 昏倒# 2x (2) 日陰草の非行生徒# 2x (2) 腹裂き# 2x (3) グレイハート族の賢者# 1x (3) 影纏い# 2x (3) 鉤付きシミター# 1x (4) ナイフ売り# 1x (4) ワグル・ピック# 1x (4) 穴掘りスコーピッド# 2x (5) 斧刀講# AAECAYO6AgrtAs0DhgmJmwOaqQO6uAPZvgOfzQPi3QO04QMKxgXUBYgH/6UDubgDz7kDqssDitQD99QDgeQDAA==# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ,### ズー# クラス: ウォーロック# フォーマット: スタンダード# フェニックス年## 2x (0) 死者蘇生 # 2x (1) ヴォイドウォーカー# 2x (1) さかしまなささやき# 2x (1) ツアーガイド# 2x (1) 炎のインプ# 1x (1) 空飛ぶほうき# 1x (1) 魂の炎# 2x (1) 霊魂の獄吏# 1x (2) カンレザード・エボンロック# 1x (2) ボーンウェブの卵# 2x (2) 闇の睨視者# 2x (2) 教団の新入会員# 1x (2) 腐った商人# 2x (3) いたずらレヴナント# 1x (3) マナアリのモッシャー# 2x (4) ナイトシェードの刀自# 2x (6) グルダンの手# 2x (8) 肉の巨人# AAECAaPDAwbOB/2kA9a5A5XNA9XRA5PeAwwwwgi1uQO2uQPLuQObzQPXzgPB0QPM0gOL1QOX3gPQ4QMA# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ
5fdcfeacaffbb17464342433,1_소공녀#31274,### 나만의 도적 덱 # 직업: 도적# 대전 방식: 정규# 불사조의 해## 1x (0) 기습# 1x (1) 광기의 역병# 2x (1) 남쪽바다 갑판원# 2x (1) 늑대인간 침투요원# 2x (1) 비밀 통로# 2x (1) 사악한 일격# 2x (1) 순간가속의 독# 2x (1) 첩보원# 1x (2) 냉혈# 2x (2) 사기# 2x (2) 속여우# 2x (2) 약삭빠른 불량아# 2x (2) 잿빛혓바닥 학살자# 2x (2) 절개# 2x (3) 곡도# 2x (3) 회색심장 현자# 1x (4) 잠복하는 전갈# AAECAaIHBLQBjAKaqQPZvgMNxgXUBYgH4gf/pQO5uAO6uAPPuQOqywOK1APf3QPn3QOB5AMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 나만의 드루이드 �# 직업: 드루이드# 대전 방식: 정규# 불사조의 해## 2x (0) 번개 개화# 2x (0) 정신 자극# 2x (1) 깜찍한 침략# 2x (1) 목재 지원# 2x (1) 새끼 떠버리# 2x (1) 자연학 탐구# 2x (2) 꿈길 수호대# 2x (2) 솟구치는 바람# 2x (2) 야생의 힘# 2x (2) 월식# 2x (3) 벌떼!!!# 2x (3) 야생의 포효# 2x (3) 왕성한 진균 # 2x (5) 반딧불이 무리# 2x (5) 자라난 수목# AAECAaa4AwAP/gH3A+YFypwDr6ID/60D+bUD5boD77oD+cwDm84DudID8NQDieADjOQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 나만의 흑마법사 �# 직업: 흑마법사# 대전 방식: 정규# 불사조의 해## 2x (0) 시체 되살리기 # 2x (1) 견학 안내자# 2x (1) 공허방랑자# 2x (1) 사악한 속삭임# 1x (1) 살아 움직이는 빗자루# 2x (1) 영혼의 불꽃# 2x (1) 혼령 간수# 2x (1) 화염 임프# 2x (2) 꿈틀거리는 공포# 2x (2) 수상한 장사꾼# 2x (2) 암흑시선# 1x (2) 칸레타드 에본로크# 2x (3) 만아리 춤꾼# 2x (4) 밤그늘 대모# 2x (6) 굴단의 손# 2x (8) 살덩이 거인# AAECAf0GAta5A5XNAw4wzgfCCP2kA7W5A7a5A8u5A5vNA9fOA8HRA8zSA5PeA9DhA8rjAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
5fdcfeacaffbb17464342433,1_Fujitora#2372,### Enrage Warrior# Class: Warrior# Format: Standard# Year of the Phoenix## 2x (0) Inner Rage# 1x (1) Nitroboost Poison# 2x (1) Risky Skipper# 2x (1) Shield of Honor# 2x (1) Sky Raider# 2x (2) Armorsmith# 2x (2) Battle Rage# 1x (2) Corsair Cache# 1x (3) Ancharrr# 2x (3) Bloodsworn Mercenary# 2x (3) Bomb Wrangler# 1x (3) Lord Barov# 2x (3) Warmaul Challenger# 1x (4) Kor'kron Elite# 1x (4) Reaper's Scythe# 2x (4) Sword Eater# 2x (5) Cutting Class# 2x (7) Bloodboil Brute# AAECAQcGHN6tA8C5A+PMA5PQA4HkAwwWkAPUBNypA92tA6S2A6u2A7u5A5y7A5HQA/fUA7XeAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Gibberling# Class: Druid# Format: Standard# Year of the Phoenix## 2x (0) Lightning Bloom# 2x (1) Adorable Infestation# 2x (1) Gibberling# 2x (1) Nature Studies# 2x (1) Treenforcements# 2x (2) Dreamway Guardians# 2x (2) Power of the Wild# 2x (2) Rising Winds# 2x (2) Solar Eclipse# 2x (3) BEEEES!!!# 2x (3) Fungal Fortunes# 2x (3) Savage Roar# 2x (4) Soul of the Forest# 2x (5) Arbor Up# 2x (5) Glowfly Swarm# AAECAZICAA/9AvcD5gXKnAOvogP/rQP5tQPlugPvugP5zAObzgO50gPw1AOK4AOM5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### ASYA 1# Class: Priest# Format: Standard# Year of the Phoenix## 1x (0) Raise Dead # 1x (1) Animated Broomstick# 1x (1) Draconic Studies# 1x (1) Holy Smite# 1x (1) Renew# 1x (1) Wave of Apathy# 1x (2) Acidic Swamp Ooze# 1x (2) Insight# 1x (2) Penance# 1x (2) Sethekk Veilweaver# 1x (2) Shadow Word: Death# 1x (2) Wandmaker# 1x (2) Wild Pyromancer# 1x (2) Zephrys the Great# 1x (3) Apotheosis# 1x (3) Breath of the Infinite# 1x (3) Hysteria# 1x (3) Mindflayer Kaahrj# 1x (3) Mindrender Illucia# 1x (3) Palm Reading# 1x (3) Shadow Madness# 1x (3) Vulpera Scoundrel# 1x (4) Cabal Acolyte# 1x (4) Holy Nova# 1x (4) Wretched Tutor# 1x (5) Cobalt Spellkin# 1x (7) Soul Mirror# 1x (8) Murozond the Infinite# 1x (9) Dragonqueen Alexstrasza# 1x (9) Plague of Death# AAECAa0GHtwBlwLJBooH9gfTCqWhA/yjA5mpA5+pA/KsA4WtA4GxA46xA5GxA5O6A5u6A6+6A8i+A97MA5XNA5zNA8vNA9fOA+PRA/vRA/7RA+LeA/vfA/jjAwAA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_Raguzzoni#1852,### token# Classe: Druida# Formato: Padrão# Ano da Fênix## 2x (0) Broto Relampejante# 2x (1) Estudos da Natureza# 2x (1) Infestação Adorável# 2x (1) Reforços das Árvores# 2x (2) Eclipse Solar# 2x (2) Guarda da Estrada Onírica# 2x (2) Poder da Selva# 2x (2) Vento Crescente# 2x (3) ABEEELHAAAS!!!# 2x (3) Bênção dos Ancientes# 2x (3) Fortuna Fúngica# 2x (3) Rugido Selvagem# 2x (4) Alma da Floresta# 2x (5) Arborizar# 2x (5) Enxame de Moscaluz# AAECAZICAA/9AvcD5gXDlAPKnAOvogP/rQP5tQPlugPvugObzgO50gPw1AOK4AOM5AMA# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### stealth# Classe: Ladino# Formato: Padrão# Ano da Fênix## 1x (0) Punhalada pelas Costas# 2x (1) Espiã-Chefe# 2x (1) Golpe Sinistro# 2x (1) Infiltrador Worgen# 2x (1) Marujo dos Mares do Sul# 2x (1) Passagem Secreta# 1x (1) Praga da Loucura# 2x (1) Veneno Nitropropulsor# 2x (2) Delinquente Furtiva# 2x (2) Eviscerar# 2x (2) Falcatrua# 2x (2) Matadora Grislíngua# 2x (2) Raposinho Trambiqueiro# 1x (2) Sangue Frio# 2x (3) Cimitarra Curva# 2x (3) Sábia Griscórdio# 1x (4) Escorpídeo Escavador# AAECAaIHBLQBjAKaqQPZvgMNxgXUBYgH4gf/pQO5uAO6uAPPuQOqywOK1APf3QPn3QOB5AMA# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### zoo# Classe: Bruxo# Formato: Padrão# Ano da Fênix## 2x (0) Reviver Morto # 2x (1) Carcereiro Espiritual# 2x (1) Diabrete das Chamas# 2x (1) Emissário do Caos# 2x (1) Fogo d'Alma# 2x (1) Sussurros Sanhosos# 2x (1) Vassoura Animada# 2x (1) Visita Guiada# 2x (2) Clarão Sombrio# 2x (2) Horror Meneante# 1x (2) Kanrethad Ebanez# 1x (2) Mercadora de Estragados# 1x (2) Neófita da Seita# 1x (3) Patife Espectral# 2x (4) Máter Beladona# 2x (6) Mão de Gul'dan# 2x (8) Gigante de Carne# AAECAf0GBP2kA9a5A4vVA5feAw0wzgfCCLW5A7a5A8u5A5XNA5vNA9fOA8HRA8zSA9DhA8rjAwA=# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone
5fdcfeacaffbb17464342433,1_관우#3222,### 파편악사# 직업: 악마사냥꾼# 대전 방식: 정규# 불사조의 해## 2x (1) 쌍날 베기# 2x (1) 일리다리 탐구# 2x (1) 혼령 간수# 2x (2) 마나탐식자 판타라# 1x (2) 마법봉 제작자# 1x (2) 영혼 절단# 2x (2) 혼돈의 일격# 1x (3) 끊임없는 추적# 2x (3) 알드라치 전투검# 2x (3) 칼춤# 1x (3) 행운영혼 수집가# 2x (4) 골수절단기# 2x (4) 영혼파편 비술사# 1x (4) 일기노스# 1x (4) 카인 선퓨리# 2x (5) 영혼조각 세공사# 2x (6) 굴단의 해골# 2x (6) 칼날의 여인# AAECAea5AwbaxgP+0QPN0gPF3QPQ3QP14wMMh7oD17sD4LwD2cYD/MgD0c0D+84DzNID1NID99UDzN0D8+MDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 비밀도적# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 그림자 밟기# 2x (0) 기습# 2x (1) 경품 약탈자# 2x (1) 마법봉 도둑# 2x (1) 비밀 통로# 2x (1) 비열한 곤봉잡이# 2x (1) 파라오의 고양이# 1x (2) 그림자보석공 하나르# 1x (2) 매복# 2x (2) 비열한 수법# 2x (2) 사기# 2x (2) 속여우# 1x (2) 표절# 2x (3) 잔.악.무.도. 악당# 2x (3) 정리해주는 사기꾼# 2x (3) 퀘스트 중인 모험가# 1x (5) 잔다이스 바로브# AAECAd75AwTMuQP7xAPZ0QPl0wMNtAHtApcGj5cD9acDzrkD0LkDqssDpNED390D590D890DguQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 주문드루# 직업: 드루이드# 대전 방식: 정규# 불사조의 해## 2x (0) 번개 개화# 2x (0) 정신 자극# 2x (1) 수정의 힘# 2x (1) 자연학 탐구# 2x (2) 무쇠껍질# 2x (2) 월식# 2x (2) 일식# 2x (3) 수렁광선# 1x (3) 야생의 포효# 2x (3) 왕성한 진균 # 2x (4) 과성장# 1x (4) 숲의 영혼# 2x (5) 반딧불이 무리# 2x (5) 자라난 수목# 2x (7) 범람# 2x (7) 희귀 탈것 상인# AAECAZICAv0C5gUO/gG5lAPinwPbpQPlugPougPsugPuugPvugObzgPw1AOJ4AOK4AOM5AMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
5fdcfeacaffbb17464342433,1_닭강정#31545,### 나만의 도적 덱# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 그림자 밟기# 2x (0) 기습# 2x (0) 마음가짐# 2x (1) 경품 약탈자# 2x (1) 마법봉 도둑# 2x (1) 비밀 통로# 2x (1) 순간가속의 독# 2x (1) 파라오의 고양이# 2x (2) 모래칼춤꾼# 2x (2) 사기# 2x (2) 속여우# 2x (2) 절개# 2x (3) 잔.악.무.도. 악당# 2x (3) 퀘스트 중인 모험가# 1x (5) 잔다이스 바로브# 1x (6) 플릭 스카이쉬브# AAECAaIHAsGuA9nRAw60Ae0ClwaIB4YJj5cD+6ID9acDqssDpNED390D590D890DgeQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 나만의 악마사냥�# 직업: 악마사냥꾼# 대전 방식: 정규# 불사조의 해## 2x (1) 깃펜 장난꾼# 2x (1) 쌍날 베기# 2x (1) 일리다리 탐구# 2x (2) 마나탐식자 판타라# 2x (2) 마법봉 제작자# 2x (2) 지옥불 명사수# 2x (2) 혼돈의 일격# 2x (3) 끊임없는 추적# 2x (3) 알드라치 전투검# 2x (3) 지옥강철 집행자# 1x (3) 칼춤# 1x (4) 일기노스# 2x (4) 지옥표범# 1x (4) 추방자 알트루이스# 1x (4) 카인 선퓨리# 2x (6) 굴단의 해골# 2x (6) 칼날의 여인# AAECAea5AwTMugPaxgP8yAPQ3QMNh7oD17sD4LwD2cYDn80D+84D/tEDxd0DzN0D194D8+MD9OMDkOQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,AAECAc76Awa0BMsEg5YD+KwDxbgD0M4DDOYEn5sD4psD/50D+6wD/awD868DjLkD4MwD99EDheQDh+QDAA==
5fdcfeacaffbb17464342433,1_Tereuzeraa#1495,### Deck de Ladino# Classe: Ladino# Formato: Padrão# Ano da Fênix## 1x (0) Punhalada pelas Costas# 2x (1) Espiã-Chefe# 2x (1) Golpe Sinistro# 2x (1) Infiltrador Worgen# 2x (1) Marujo dos Mares do Sul# 2x (1) Passagem Secreta# 2x (1) Veneno Nitropropulsor# 1x (2) Aturdir# 2x (2) Delinquente Furtiva# 2x (2) Eviscerar# 2x (2) Falcatrua# 2x (2) Matadora Grislíngua# 2x (2) Raposinho Trambiqueiro# 1x (2) Sangue Frio# 2x (3) Cimitarra Curva# 2x (3) Sábia Griscórdio# 1x (4) Escorpídeo Escavador# AAECAaIHBLQBjALNA9m+Aw3GBdQFiAfiB/+lA7m4A7q4A8+5A6rLA4rUA9/dA+fdA4HkAwA=# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Caçador de Demônios# Classe: Caçador de Demônios# Formato: Padrão# Ano da Fênix## 2x (1) Estudos Illidari# 2x (1) Maga de Batalha Fulgurante# 2x (1) Talho Duplo# 2x (2) Artesã de Varinhas# 2x (2) Golpe do Caos# 2x (2) Panthara Manáfago# 2x (2) Vigia Cego# 2x (3) Dança de Lâminas# 2x (3) Executor de Açovil# 2x (3) Lâminas de Guerra Aldrachi# 2x (3) Perseguição Incansável# 1x (4) Il'gynoth# 1x (4) Kayn Solfúria# 2x (4) Sabrevil# 2x (6) Crânio de Gul'dan# 2x (6) Senhora das Lâminas# AAECAea5AwLaxgPQ3QMO+a4Dh7oD17sD4LwDjb0D2cYD/MgD+84D/tEDxd0DzN0D194D8+MD9OMDAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Deck de Druida2# Classe: Druida# Formato: Padrão# Ano da Fênix## 2x (0) Avivar# 2x (0) Broto Relampejante# 2x (1) Estudos da Natureza# 1x (2) Adivinhar o Peso# 2x (2) Eclipse Lunar# 2x (2) Eclipse Solar# 1x (2) Guarda da Estrada Onírica# 1x (2) Poder da Selva# 2x (3) Fortuna Fúngica# 2x (3) Rugido Selvagem# 1x (4) Alma da Floresta# 2x (5) Aeroponia# 2x (5) Arborizar# 2x (5) Defensor Anubisath# 2x (5) Enxame de Moscaluz# 2x (5) Força da Natureza# 2x (6) Entalhes Rúnicos# AAECAZICBP0C9wPKnAPR4QMN/gHtA+YF76ID/K0D5boD77oDm84DltED8NQDieADiuADjOQDAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone
5fdcfeacaffbb17464342433,1_MarcusYang#4464,### 1# Class: Warrior# Format: Standard# Year of the Phoenix## 2x (0) Inner Rage# 1x (1) Animated Broomstick# 2x (1) Risky Skipper# 2x (1) Shield of Honor# 2x (1) Sky Raider# 2x (2) Armorsmith# 2x (2) Battle Rage# 1x (2) Corsair Cache# 1x (2) E.T.C. God of Metal# 1x (3) Ancharrr# 2x (3) Bloodsworn Mercenary# 2x (3) Bomb Wrangler# 1x (3) Bulwark of Azzinoth# 2x (3) Warmaul Challenger# 1x (4) Kor'kron Elite# 2x (4) Sword Eater# 2x (5) Cutting Class# 2x (7) Bloodboil Brute# AAECAaPLAwYc3q0DwLkD+cIDlc0Dzt4DDBaQA9QE3KkD3a0DpLYDq7YDu7kDnLsDkdAD99QDtd4DAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### 2# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (1) Animated Broomstick# 1x (1) Sphere of Sapience# 2x (2) Crabrider# 1x (2) Murgur Murgurgle# 2x (2) Redscale Dragontamer# 2x (2) Wandmaker# 1x (3) Lord Barov# 2x (3) Murloc Warleader# 2x (3) Underlight Angling Rod# 2x (4) Circus Amalgam# 2x (4) Fishy Flyer# 1x (4) High Abbess Alura# 1x (4) Nozdormu the Timeless# 2x (8) Tip the Scales# 2x (9) Carnival Clown# 1x (10) Darkmoon Rabbit# 1x (10) N'Zoth God of the Deep# 2x (10) Scrapyard Colossus# 1x (10) Y'Shaarj the Defiler# AAECAb7jAwiHrQP8uAOPzgOT0APD0QOb2AP83gO94QMLpwibqQP7uAPzuwOVzQP+0QOH1AP+2wP53gP03wOR5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### 3# Class: Warlock# Format: Standard# Year of the Phoenix## 2x (0) Raise Dead # 1x (1) Animated Broomstick# 2x (1) Flame Imp# 2x (1) Soulfire# 2x (1) Spirit Jailer# 2x (1) Tour Guide# 2x (1) Voidwalker# 2x (1) Wicked Whispers# 2x (2) Darkglare# 2x (2) Expired Merchant# 1x (2) Kanrethad Ebonlocke# 2x (2) Wriggling Horror# 2x (3) Man'ari Mosher# 2x (4) Nightshade Matron# 2x (6) Hand of Gul'dan# 2x (8) Flesh Giant# AAECAa35AwLWuQOVzQMOMM4Hwgj9pAO1uQO2uQPLuQObzQPXzgPB0QPM0gOT3gPQ4QPK4wMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_kingrogue#31647,### 라파3# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 살아 움직이는 빗자루# 2x (1) 위험천만한 선장# 2x (1) 활기찬 조수# 1x (2) 메탈의 신 정예 타우렌 족장# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 잔.악.무.도. 병참장교# 1x (3) 전쟁망치 도전자# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# 1x (7) 실라스 다크문# 1x (9) 들창엄니# AAECAQcI3q0Du7kDwLkD48wDk9ADq9QDzt4DyOEDCxaQA9QE/acD3KkD2a0DpLYDnLsDlc0D99QDtd4DAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 명치 사냥꾼# 직업: 사냥꾼# 대전 방식: 정규# 불사조의 해## 2x (1) 깜찍한 침략# 2x (1) 노루토끼# 2x (1) 드워프 명사수# 2x (1) 악마의 벗# 2x (1) 용감한 수습생# 2x (1) 추적# 2x (2) 꿈틀거리는 공포# 2x (2) 사로잡힌 지옥아귀# 2x (2) 생존가의 재간# 2x (2) 청소부 하이에나# 2x (3) 개들을 풀어라# 2x (3) 사막의 창# 2x (3) 살상 명령# 2x (3) 야생의 벗# 1x (4) 린링의 소총# 1x (4) 용학살포# AAECAR8Ch7ADj+MDDqgCtQOXCNsJgQrkpAP8rwOiuQP/ugPczAOizgOC0AO50gPK4wMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 순수 성기사 1/24# 직업: 성기사# 대전 방식: 정규# 불사조의 해## 2x (0) 등교 첫날# 2x (1) 알도르 수행원# 2x (2) 아달의 수호자# 1x (2) 은빛십자군 허풍쟁이# 2x (2) 지혜의 성서# 2x (2) 포탄로봇# 2x (3) 모범적인 방패병# 1x (4) 고위 수녀원장 알루라# 2x (4) 빛벼림 광전사# 2x (4) 신성화# 2x (5) 권위의 축복# 2x (5) 알도르 진실탐구자# 2x (5) 정의의 성서# 2x (6) 독실한 제자# 1x (7) 빛벼림 성전사# 1x (7) 여군주 리아드린# 2x (9) 희망의 성서# AAECAaToAgSbrgOEwQPD0QPg0QMN3AOcrgONtgPKuAP9uAPquQPruQPsuQPKwQOezQO/0QPA0QPK0QMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
